trial_id,stim_id,$block,$cond,congruent,$context,$text,$question,$short_context
38,16,NegativeMovie review,a,true,"The following excerpts are from movie critics writing about films they disliked. The critics are trying to express their negative feelings, which may range from strong distate to mild disapproval.","With virtually no interesting elements for an audience to focus on, Chelsea Walls is a triple-espresso endurance challenge.",NO_QUESTION,Move reviews where the reviewer disliked the movie.
35,20,NegativeMovie review,a,true,"The following excerpts are from movie critics writing about films they disliked. The critics are trying to express their negative feelings, which may range from strong distate to mild disapproval.",Here's yet another studio horror franchise mucking up its storyline with glitches casual fans could correct in their sleep.,NO_QUESTION,Move reviews where the reviewer disliked the movie.
32,19,NegativeMovie review,a,true,"The following excerpts are from movie critics writing about films they disliked. The critics are trying to express their negative feelings, which may range from strong distate to mild disapproval.","Partway through watching this saccharine, Easter-egg-colored concoction, you realize that it is made up of three episodes of a rejected TV show.",NO_QUESTION,Move reviews where the reviewer disliked the movie.
4,26,NegativeMovie review,a,false,"The following excerpts are from movie critics writing about films they disliked. The critics are trying to express their negative feelings, which may range from strong distate to mild disapproval.",Candid and comfortable; a film that deftly balances action and reflection as it lets you grasp and feel the passion others have for their work.,NO_QUESTION,Move reviews where the reviewer disliked the movie.
34,22,NegativeMovie review,a,true,"The following excerpts are from movie critics writing about films they disliked. The critics are trying to express their negative feelings, which may range from strong distate to mild disapproval.",a nightmare date with a half-formed wit done a great disservice by a lack of critical distance and a sad trust in liberal arts college bumper sticker platitudes.,NO_QUESTION,Move reviews where the reviewer disliked the movie.
37,12,NegativeMovie review,a,true,"The following excerpts are from movie critics writing about films they disliked. The critics are trying to express their negative feelings, which may range from strong distate to mild disapproval.","As A Rumor of Angels reveals itself to be a sudsy tub of supernatural hokum, not even Ms. Redgrave's noblest efforts can redeem it from hopeless sentimentality.",NO_QUESTION,Move reviews where the reviewer disliked the movie.
5,27,NegativeMovie review,a,false,"The following excerpts are from movie critics writing about films they disliked. The critics are trying to express their negative feelings, which may range from strong distate to mild disapproval.",Few films capture so perfectly the hopes and dreams of little boys on baseball fields as well as the grown men who sit in the stands.,The reviewer seemed to have an extremely positive impression of the movie.,Move reviews where the reviewer disliked the movie.
33,14,NegativeMovie review,a,true,"The following excerpts are from movie critics writing about films they disliked. The critics are trying to express their negative feelings, which may range from strong distate to mild disapproval.","...Designed to provide a mix of smiles and tears, ""Crossroads'' instead provokes a handful of unintentional howlers and numerous yawns.",The reviewer seemed to think the movie was slightly below average.,Move reviews where the reviewer disliked the movie.
39,9,NegativeMovie review,a,true,"The following excerpts are from movie critics writing about films they disliked. The critics are trying to express their negative feelings, which may range from strong distate to mild disapproval.","For all the writhing and wailing, tears, rage and opium overdoses, there's no sense of actual passion being washed away in love's dissolution.",The reviewer had a mildly negative impression of the film.,Move reviews where the reviewer disliked the movie.
36,4,NegativeMovie review,a,true,"The following excerpts are from movie critics writing about films they disliked. The critics are trying to express their negative feelings, which may range from strong distate to mild disapproval.","The movie, directed by Mick Jackson, leaves no cliche unturned, from the predictable plot to the characters straight out of central casting.",The reviewer seemed to have mixed emotions about the film.,Move reviews where the reviewer disliked the movie.
47,39,PositiveMovie review,a,true,"The following excerpts are from movie critics writing about films they enjoyed. The critics are trying to express their positive feelings, which may range from strong praise to lukewarm approval.","An entertaining, colorful, action-filled crime story with an intimate heart.",NO_QUESTION,Movie reviews where the reviewer liked the movie.
46,40,PositiveMovie review,a,true,"The following excerpts are from movie critics writing about films they enjoyed. The critics are trying to express their positive feelings, which may range from strong praise to lukewarm approval.","The film is beautifully mounted, but, more to the point, the issues are subtly presented, managing to walk a fine line with regard to the question of Joan's madness.",The reviewer probably thinks the film is good enough to win some awards.,Movie reviews where the reviewer liked the movie.
40,43,PositiveMovie review,a,true,"The following excerpts are from movie critics writing about films they enjoyed. The critics are trying to express their positive feelings, which may range from strong praise to lukewarm approval.","Although laced with humor and a few fanciful touches, the film is a refreshingly serious look at young women.",NO_QUESTION,Movie reviews where the reviewer liked the movie.
41,42,PositiveMovie review,a,true,"The following excerpts are from movie critics writing about films they enjoyed. The critics are trying to express their positive feelings, which may range from strong praise to lukewarm approval.",The mesmerizing performances of the leads keep the film grounded and keep the audience riveted.,NO_QUESTION,Movie reviews where the reviewer liked the movie.
7,2,PositiveMovie review,a,false,"The following excerpts are from movie critics writing about films they enjoyed. The critics are trying to express their positive feelings, which may range from strong praise to lukewarm approval.",The film's few ideas are stretched to the point of evaporation; the whole central section is one big chase that seems to have no goal and no urgency.,NO_QUESTION,Movie reviews where the reviewer liked the movie.
44,29,PositiveMovie review,a,true,"The following excerpts are from movie critics writing about films they enjoyed. The critics are trying to express their positive feelings, which may range from strong praise to lukewarm approval.",The movie is beautiful to behold and engages one in a sense of epic struggle -- inner and outer -- that's all too rare in Hollywood's hastier productions.,The reviewer likely loved the movie.,Movie reviews where the reviewer liked the movie.
42,37,PositiveMovie review,a,true,"The following excerpts are from movie critics writing about films they enjoyed. The critics are trying to express their positive feelings, which may range from strong praise to lukewarm approval.","It's one of those baseball pictures where the hero is stoic, the wife is patient, the kids are as cute as all get-out and the odds against success are long enough to intimidate, but short enough to make a dream seem possible.",NO_QUESTION,Movie reviews where the reviewer liked the movie.
6,1,PositiveMovie review,a,false,"The following excerpts are from movie critics writing about films they enjoyed. The critics are trying to express their positive feelings, which may range from strong praise to lukewarm approval.","It feels like an after-school special gussied up with some fancy special effects, and watching its rote plot points connect is about as exciting as gazing at an egg timer for 93 minutes.",The reviewer had an extremely negative impression of the film.,Movie reviews where the reviewer liked the movie.
43,33,PositiveMovie review,a,true,"The following excerpts are from movie critics writing about films they enjoyed. The critics are trying to express their positive feelings, which may range from strong praise to lukewarm approval.","A densely constructed, highly referential film, and an audacious return to form that can comfortably sit among Jean-Luc Godard's finest work.",NO_QUESTION,Movie reviews where the reviewer liked the movie.
45,44,PositiveMovie review,a,true,"The following excerpts are from movie critics writing about films they enjoyed. The critics are trying to express their positive feelings, which may range from strong praise to lukewarm approval.",One of the best films of the year with its exploration of the obstacles to happiness faced by five contemporary individuals ... a psychological masterpiece.,It's not clear whether the reviewer feels positively or negatively about this movie.,Movie reviews where the reviewer liked the movie.
53,55,PoliteTwitter,a,true,The following tweets were written by people who are trying to build their professional network or who are performing customer service. These people are trying to sound professional and polite.,"@jonlovett All that said, you're hilarious and smart. Lovett or Leave It is brilliant. Please come do a live show in Florida!",The author of the tweet likely lives in Florida.,Tweets written for professional purposes (either networking or customer service).
55,51,PoliteTwitter,a,true,The following tweets were written by people who are trying to build their professional network or who are performing customer service. These people are trying to sound professional and polite.,"@apinknumjoo Hello, namjoo unnie! Welcome to paradox. i'm deeply sorry for the late greeting  Chaey is wishing you to have a pleasant +",NO_QUESTION,Tweets written for professional purposes (either networking or customer service).
8,67,PoliteTwitter,a,false,The following tweets were written by people who are trying to build their professional network or who are performing customer service. These people are trying to sound professional and polite.,@mtailor 20% Better Than a Tailor? Least a tailor would know #navy vs. #blue. $500 and 4 weeks for an #innacurate suit?,NO_QUESTION,Tweets written for professional purposes (either networking or customer service).
51,53,PoliteTwitter,a,true,The following tweets were written by people who are trying to build their professional network or who are performing customer service. These people are trying to sound professional and polite.,Thanks for the recent follow @discoverdelicio @johnmilley58 @OrbeauCustomer Happy to connect :) have a great Tuesday.,NO_QUESTION,Tweets written for professional purposes (either networking or customer service).
49,50,PoliteTwitter,a,true,The following tweets were written by people who are trying to build their professional network or who are performing customer service. These people are trying to sound professional and polite.,@marcdeacon_ Happy Birthday Marc have a good one! Xx,NO_QUESTION,Tweets written for professional purposes (either networking or customer service).
52,56,PoliteTwitter,a,true,The following tweets were written by people who are trying to build their professional network or who are performing customer service. These people are trying to sound professional and polite.,@svante - I'm fine with that! Care to give any feedback on what I SHOULD be using?,NO_QUESTION,Tweets written for professional purposes (either networking or customer service).
54,61,PoliteTwitter,a,true,The following tweets were written by people who are trying to build their professional network or who are performing customer service. These people are trying to sound professional and polite.,Happy to share my new video preview with some of my local fav's!#compose #excitement @CBCMusic @Musicyyc  @CJSW @BreakOutWest @HifiClub,NO_QUESTION,Tweets written for professional purposes (either networking or customer service).
50,52,PoliteTwitter,a,true,The following tweets were written by people who are trying to build their professional network or who are performing customer service. These people are trying to sound professional and polite.,Hey Sai - I'm having trouble picturing it my head. Any chance you have a design or a sketch for it?,This person seems like a good coworker.,Tweets written for professional purposes (either networking or customer service).
48,63,PoliteTwitter,a,true,The following tweets were written by people who are trying to build their professional network or who are performing customer service. These people are trying to sound professional and polite.,I am really flattered and happy to hear those complements for my blog! You guys motivates me to write more for my blog. Thank you! sml,The author of the tweet has a blog.,Tweets written for professional purposes (either networking or customer service).
9,69,PoliteTwitter,a,false,The following tweets were written by people who are trying to build their professional network or who are performing customer service. These people are trying to sound professional and polite.,@Ginoceno Great prediction bro! Nice optimism #FAKEFAN,The author of the tweet likely respects @Ginoceno,Tweets written for professional purposes (either networking or customer service).
63,82,ImpoliteTwitter,a,true,"The following tweets were written by people who were feeling scornful, flippant, or otherwise discourteous towards another person. The writers are trying to express this feeling towards that other person in their tweets.",Dear #neighbors. Please shut up! We are trying to #study here. Thank you. #loud,The author of the tweet is likely a student.,Rude or impolite tweets.
61,87,ImpoliteTwitter,a,true,"The following tweets were written by people who were feeling scornful, flippant, or otherwise discourteous towards another person. The writers are trying to express this feeling towards that other person in their tweets.",@freemanstanzan2 you're a cowan... that means you're a slimebag. I wouldn't trust you as far as I could throw you. #arsehole @StuartHarker1,NO_QUESTION,Rude or impolite tweets.
60,83,ImpoliteTwitter,a,true,"The following tweets were written by people who were feeling scornful, flippant, or otherwise discourteous towards another person. The writers are trying to express this feeling towards that other person in their tweets.",@swatatat pls don mind me using ur tweets repeatedly..me bored like hell with travel from last 7hrs..!!,NO_QUESTION,Rude or impolite tweets.
11,46,ImpoliteTwitter,a,false,"The following tweets were written by people who were feeling scornful, flippant, or otherwise discourteous towards another person. The writers are trying to express this feeling towards that other person in their tweets."," @HighPerformanceMark, as far as I understand the pseudo code describes a path searching algorithm... so I'm trying to write a program that finds a Hamiltonian Path using the logic of the ""DNA Algorithm."" Am I on the wrong *track* here?",NO_QUESTION,Rude or impolite tweets.
58,80,ImpoliteTwitter,a,true,"The following tweets were written by people who were feeling scornful, flippant, or otherwise discourteous towards another person. The writers are trying to express this feeling towards that other person in their tweets.",ughh they need to hurry up im hungry and I got a headache!,The author of the tweet is courteous.,Rude or impolite tweets.
59,81,ImpoliteTwitter,a,true,"The following tweets were written by people who were feeling scornful, flippant, or otherwise discourteous towards another person. The writers are trying to express this feeling towards that other person in their tweets.","@kevskiezzz But dw, only 2 days of you bullying me than you're going chiefly. BYE KEVIN! gonna miss you at some point.",NO_QUESTION,Rude or impolite tweets.
10,45,ImpoliteTwitter,a,false,"The following tweets were written by people who were feeling scornful, flippant, or otherwise discourteous towards another person. The writers are trying to express this feeling towards that other person in their tweets.",@RickHoffman_ And we are all so grateful for your perseverance! Happy Anniversary twin!,NO_QUESTION,Rude or impolite tweets.
57,86,ImpoliteTwitter,a,true,"The following tweets were written by people who were feeling scornful, flippant, or otherwise discourteous towards another person. The writers are trying to express this feeling towards that other person in their tweets.",@Uber very disappointing that support has not responded to my email!! #bad #uber #service,NO_QUESTION,Rude or impolite tweets.
62,72,ImpoliteTwitter,a,true,"The following tweets were written by people who were feeling scornful, flippant, or otherwise discourteous towards another person. The writers are trying to express this feeling towards that other person in their tweets.",@Delta.  Are you kidding?  Delayed from 7:30pm to 11:00 - only to cancel it because the pilot is overtime.,The author of the tweet is respectful.,Rude or impolite tweets.
56,84,ImpoliteTwitter,a,true,"The following tweets were written by people who were feeling scornful, flippant, or otherwise discourteous towards another person. The writers are trying to express this feeling towards that other person in their tweets.","@SteveBakerHW When it comes to CREDIBLE scare stories George Osbourne is crap, still at it I see.",The author of the tweet feels positively about George Osbourne.,Rude or impolite tweets.
66,62,PoliteSE,a,true,"Recall that Wikipedia and Stack Exchange both have online message boards where each user has a reputation score. The following posts were all written by users with a low reputation score (either on Wikipedia or Stack Exchange). These users are talking to people with higher scores, and therefore want to be professional and polite in order to have a chance at improving their score.",Hi - how's it going?  Do you need more time?,NO_QUESTION,"Wikipedia/Stack Exchange posts written by a user with a low reputation score, talking politely to someone with a higher score."
64,60,PoliteSE,a,true,"Recall that Wikipedia and Stack Exchange both have online message boards where each user has a reputation score. The following posts were all written by users with a low reputation score (either on Wikipedia or Stack Exchange). These users are talking to people with higher scores, and therefore want to be professional and polite in order to have a chance at improving their score.","Yes, this is a nice illustration. I'd love to have a look of the code; is it possible for you to mail it to me?",NO_QUESTION,"Wikipedia/Stack Exchange posts written by a user with a low reputation score, talking politely to someone with a higher score."
71,54,PoliteSE,a,true,"Recall that Wikipedia and Stack Exchange both have online message boards where each user has a reputation score. The following posts were all written by users with a low reputation score (either on Wikipedia or Stack Exchange). These users are talking to people with higher scores, and therefore want to be professional and polite in order to have a chance at improving their score.","I will understand if you decline, but would very much like you to accept.  May I nominate you?",The author of the post seems excessively respectful.,"Wikipedia/Stack Exchange posts written by a user with a low reputation score, talking politely to someone with a higher score."
65,58,PoliteSE,a,true,"Recall that Wikipedia and Stack Exchange both have online message boards where each user has a reputation score. The following posts were all written by users with a low reputation score (either on Wikipedia or Stack Exchange). These users are talking to people with higher scores, and therefore want to be professional and polite in order to have a chance at improving their score.","Thanks, I think Angel Mendez will be a good story for the portal. What do you think?",NO_QUESTION,"Wikipedia/Stack Exchange posts written by a user with a low reputation score, talking politely to someone with a higher score."
67,65,PoliteSE,a,true,"Recall that Wikipedia and Stack Exchange both have online message boards where each user has a reputation score. The following posts were all written by users with a low reputation score (either on Wikipedia or Stack Exchange). These users are talking to people with higher scores, and therefore want to be professional and polite in order to have a chance at improving their score.",Thank you for your kind comment.   Do you have a suggestion where the portals should be placed in the article?,NO_QUESTION,"Wikipedia/Stack Exchange posts written by a user with a low reputation score, talking politely to someone with a higher score."
13,70,PoliteSE,a,false,"Recall that Wikipedia and Stack Exchange both have online message boards where each user has a reputation score. The following posts were all written by users with a low reputation score (either on Wikipedia or Stack Exchange). These users are talking to people with higher scores, and therefore want to be professional and polite in order to have a chance at improving their score.","<person>, I find this conversation remarkable given that you have twice opted to edit war over referencing format to the detriment of an article's quality in the last 24 hours on <url>. What gives?",NO_QUESTION,"Wikipedia/Stack Exchange posts written by a user with a low reputation score, talking politely to someone with a higher score."
68,49,PoliteSE,a,true,"Recall that Wikipedia and Stack Exchange both have online message boards where each user has a reputation score. The following posts were all written by users with a low reputation score (either on Wikipedia or Stack Exchange). These users are talking to people with higher scores, and therefore want to be professional and polite in order to have a chance at improving their score.","Hey Love, as you wish, if you  have any suggestions about my section, let me know.  Is English a second language for you?",NO_QUESTION,"Wikipedia/Stack Exchange posts written by a user with a low reputation score, talking politely to someone with a higher score."
70,66,PoliteSE,a,true,"Recall that Wikipedia and Stack Exchange both have online message boards where each user has a reputation score. The following posts were all written by users with a low reputation score (either on Wikipedia or Stack Exchange). These users are talking to people with higher scores, and therefore want to be professional and polite in order to have a chance at improving their score.","@Colin Fine: I think it's a good example, especially for the use case described. Could you please add your comment as an answer?",The author of the post is kind.,"Wikipedia/Stack Exchange posts written by a user with a low reputation score, talking politely to someone with a higher score."
12,68,PoliteSE,a,false,"Recall that Wikipedia and Stack Exchange both have online message boards where each user has a reputation score. The following posts were all written by users with a low reputation score (either on Wikipedia or Stack Exchange). These users are talking to people with higher scores, and therefore want to be professional and polite in order to have a chance at improving their score.",-1: For not specifying what is to be done later with the data. If you claim the question is open-ended (interview and all) then why accept an answer?,NO_QUESTION,"Wikipedia/Stack Exchange posts written by a user with a low reputation score, talking politely to someone with a higher score."
69,59,PoliteSE,a,true,"Recall that Wikipedia and Stack Exchange both have online message boards where each user has a reputation score. The following posts were all written by users with a low reputation score (either on Wikipedia or Stack Exchange). These users are talking to people with higher scores, and therefore want to be professional and polite in order to have a chance at improving their score.","Thank you for removing the ""Speedy Deletion"" from my post. I realise that I still need to do more work on the post itself, but are the sources that I am using acceptable?",The author of the post is not very conscientious.,"Wikipedia/Stack Exchange posts written by a user with a low reputation score, talking politely to someone with a higher score."
76,74,ImpoliteSE,a,true,Recall that Wikipedia and Stack Exchange both have online message boards where each user has a reputation score. The following posts                     were written by users with a high reputation score (either on Wikipedia or Stack Exchange). These users are speaking to people who are generally 'below' them in the community hierarchy.,"Apparently, you correctly answered your own question: The watch window gets the value of a variable by calling its `ToString` method. So, what's your *actual* question?",NO_QUESTION,"Wikipedia/Stack Exchange forum posts written by a user with a high reputation score, talking to someone 'below' them in the community hierarchy."
78,73,ImpoliteSE,a,true,Recall that Wikipedia and Stack Exchange both have online message boards where each user has a reputation score. The following posts                     were written by users with a high reputation score (either on Wikipedia or Stack Exchange). These users are speaking to people who are generally 'below' them in the community hierarchy.,"How about this for a novel solution?  The next time a banned editor posts something to your page, why not delete it yourself with an edit summary of ""Sorry, I'm topic-banned from discussing this""?",NO_QUESTION,"Wikipedia/Stack Exchange forum posts written by a user with a high reputation score, talking to someone 'below' them in the community hierarchy."
75,89,ImpoliteSE,a,true,Recall that Wikipedia and Stack Exchange both have online message boards where each user has a reputation score. The following posts                     were written by users with a high reputation score (either on Wikipedia or Stack Exchange). These users are speaking to people who are generally 'below' them in the community hierarchy.,User 86.138.232.97 does have a history of malicous edits. Are you then confirming that these malicious edits done by user 86.138.232.97 were done by yourself?,NO_QUESTION,"Wikipedia/Stack Exchange forum posts written by a user with a high reputation score, talking to someone 'below' them in the community hierarchy."
79,78,ImpoliteSE,a,true,Recall that Wikipedia and Stack Exchange both have online message boards where each user has a reputation score. The following posts                     were written by users with a high reputation score (either on Wikipedia or Stack Exchange). These users are speaking to people who are generally 'below' them in the community hierarchy.,What is the actual question? And have you considered using punctuation?,NO_QUESTION,"Wikipedia/Stack Exchange forum posts written by a user with a high reputation score, talking to someone 'below' them in the community hierarchy."
74,77,ImpoliteSE,a,true,Recall that Wikipedia and Stack Exchange both have online message boards where each user has a reputation score. The following posts                     were written by users with a high reputation score (either on Wikipedia or Stack Exchange). These users are speaking to people who are generally 'below' them in the community hierarchy.,"Doing a redundant `atoi` after you just did `strtol` is probably the most twisted insult to the proper use of string-to-int conversion functions in C one can come up with. Why do you see the need to ""re-convert"" the value using the broken function `atoi` when you already have it as `val` from a proper function `strtol`? ",The author of the post respects the person being addressed,"Wikipedia/Stack Exchange forum posts written by a user with a high reputation score, talking to someone 'below' them in the community hierarchy."
72,85,ImpoliteSE,a,true,Recall that Wikipedia and Stack Exchange both have online message boards where each user has a reputation score. The following posts                     were written by users with a high reputation score (either on Wikipedia or Stack Exchange). These users are speaking to people who are generally 'below' them in the community hierarchy.,So... you want to implement an exclusive decision tree without using if/elif? Why???,NO_QUESTION,"Wikipedia/Stack Exchange forum posts written by a user with a high reputation score, talking to someone 'below' them in the community hierarchy."
14,47,ImpoliteSE,a,false,Recall that Wikipedia and Stack Exchange both have online message boards where each user has a reputation score. The following posts                     were written by users with a high reputation score (either on Wikipedia or Stack Exchange). These users are speaking to people who are generally 'below' them in the community hierarchy.,"Opps, how come your archive links to the article's talk page archive? I'm going to fix it for you, ok?",NO_QUESTION,"Wikipedia/Stack Exchange forum posts written by a user with a high reputation score, talking to someone 'below' them in the community hierarchy."
73,88,ImpoliteSE,a,true,Recall that Wikipedia and Stack Exchange both have online message boards where each user has a reputation score. The following posts                     were written by users with a high reputation score (either on Wikipedia or Stack Exchange). These users are speaking to people who are generally 'below' them in the community hierarchy.,"No, I have not read it, as it is of no interest to me or this encyclopedia. Are you claiming that the references make the blog post a reliable source, or why are we still discussing this?",The author of this post is probably someone you'd like to work with.,"Wikipedia/Stack Exchange forum posts written by a user with a high reputation score, talking to someone 'below' them in the community hierarchy."
77,71,ImpoliteSE,a,true,Recall that Wikipedia and Stack Exchange both have online message boards where each user has a reputation score. The following posts                     were written by users with a high reputation score (either on Wikipedia or Stack Exchange). These users are speaking to people who are generally 'below' them in the community hierarchy.,"Am I indeed ""dishonest"" by responding to you?  Is <url>  correct?",The author of the post strongly dislikes the person they're talking to.,"Wikipedia/Stack Exchange forum posts written by a user with a high reputation score, talking to someone 'below' them in the community hierarchy."
15,48,ImpoliteSE,a,false,Recall that Wikipedia and Stack Exchange both have online message boards where each user has a reputation score. The following posts                     were written by users with a high reputation score (either on Wikipedia or Stack Exchange). These users are speaking to people who are generally 'below' them in the community hierarchy.,"Thanks for the heads-up on that; I don't really have anything to add beyond what you'd said. By the way, I noticed you said you weren't an admin: would you like to be?",NO_QUESTION,"Wikipedia/Stack Exchange forum posts written by a user with a high reputation score, talking to someone 'below' them in the community hierarchy."
83,79,ContextFree,a,true,This is a random sample of texts containing all kinds of sentiment.,@AaronGoodwin your just a big kid at heart arnt you sweetie pie,NO_QUESTION,Rude or impolite tweets.
85,64,ContextFree,a,true,This is a random sample of texts containing all kinds of sentiment.,"Hey, I found <url> and at around 1:10, I think I can see the Backstreet Boys holding platinum discs (or double platinum, I'm not sure) for Backstreet's Back and Millennium. Can you please verify and is it possible to use this as a source for adding South African certifications?",The author of this post is probably someone you'd like to work with.,"Wikipedia/Stack Exchange posts written by a user with a low reputation score, talking politely to someone with a higher score."
